user_id,username,timestamp

b6d77583-fbdd-48de-af76-904a25187620,Mint,16-04-2025 19:11:58
b6d77583-fbdd-48de-af76-904a25187620,Mint,16-04-2025 19:13:14
b6d77583-fbdd-48de-af76-904a25187620,Mint,16-04-2025 19:13:18
b6d77583-fbdd-48de-af76-904a25187620,Mint,16-04-2025 19:14:02
b6d77583-fbdd-48de-af76-904a25187620,Mint,16-04-2025 19:14:35
b6d77583-fbdd-48de-af76-904a25187620,Mint,16-04-2025 19:14:40
b6d77583-fbdd-48de-af76-904a25187620,Mint,16-04-2025 19:15:09
b6d77583-fbdd-48de-af76-904a25187620,Mint,16-04-2025 19:34:48
b6d77583-fbdd-48de-af76-904a25187620,Mint,16-04-2025 19:39:22
b6d77583-fbdd-48de-af76-904a25187620,Mint,16-04-2025 19:43:26
b6d77583-fbdd-48de-af76-904a25187620,Mint,16-04-2025 19:43:29
b6d77583-fbdd-48de-af76-904a25187620,Mint,16-04-2025 19:43:30
b6d77583-fbdd-48de-af76-904a25187620,Mint,16-04-2025 19:43:30
b6d77583-fbdd-48de-af76-904a25187620,Mint,16-04-2025 19:43:30
b6d77583-fbdd-48de-af76-904a25187620,Mint,16-04-2025 19:43:35
b6d77583-fbdd-48de-af76-904a25187620,Mint,16-04-2025 19:43:35
b6d77583-fbdd-48de-af76-904a25187620,Mint,16-04-2025 19:44:37
b6d77583-fbdd-48de-af76-904a25187620,Mint,16-04-2025 19:58:57
b6d77583-fbdd-48de-af76-904a25187620,Mint,17-04-2025 14:35:21
